FIPStxt,state,county,attribute,value
5075,AR,Lawrence ,INTERNATIONAL_MIG_2020,0
5075,AR,Lawrence ,INTERNATIONAL_MIG_2021,3
5075,AR,Lawrence ,INTERNATIONAL_MIG_2022,8
5075,AR,Lawrence ,INTERNATIONAL_MIG_2023,9
5075,AR,Lawrence ,DOMESTIC_MIG_2020,19
5075,AR,Lawrence ,DOMESTIC_MIG_2021,193
5075,AR,Lawrence ,DOMESTIC_MIG_2022,-77
5075,AR,Lawrence ,DOMESTIC_MIG_2023,164
5075,AR,Lawrence ,NET_MIG_2020,19
5075,AR,Lawrence ,NET_MIG_2021,196
5075,AR,Lawrence ,NET_MIG_2022,-69
5075,AR,Lawrence ,NET_MIG_2023,173
5075,AR,Lawrence ,RESIDUAL_2020,2
5075,AR,Lawrence ,RESIDUAL_2021,0
5075,AR,Lawrence ,RESIDUAL_2022,-10
5075,AR,Lawrence ,RESIDUAL_2023,-2
5075,AR,Lawrence ,GQ_ESTIMATES_BASE_2020,601
5075,AR,Lawrence ,GQ_ESTIMATES_2020,601
5075,AR,Lawrence ,GQ_ESTIMATES_2021,595
5075,AR,Lawrence ,GQ_ESTIMATES_2022,548
5075,AR,Lawrence ,GQ_ESTIMATES_2023,549
5075,AR,Lawrence ,R_BIRTH_2021,10.7
5075,AR,Lawrence ,R_BIRTH_2022,12.2
5075,AR,Lawrence ,R_BIRTH_2023,11.8
5075,AR,Lawrence ,R_DEATH_2021,15.9
5075,AR,Lawrence ,R_DEATH_2022,15.6
5075,AR,Lawrence ,R_DEATH_2023,14.7
5075,AR,Lawrence ,R_NATURAL_CHG_2021,-5.2
5075,AR,Lawrence ,R_NATURAL_CHG_2022,-3.4
5075,AR,Lawrence ,R_NATURAL_CHG_2023,-2.9
5075,AR,Lawrence ,R_INTERNATIONAL_MIG_2021,0.2
5075,AR,Lawrence ,R_INTERNATIONAL_MIG_2022,0.5
5075,AR,Lawrence ,R_INTERNATIONAL_MIG_2023,0.6
5075,AR,Lawrence ,R_DOMESTIC_MIG_2021,11.9
5075,AR,Lawrence ,R_DOMESTIC_MIG_2022,-4.7
5075,AR,Lawrence ,R_DOMESTIC_MIG_2023,10.1
5075,AR,Lawrence ,R_NET_MIG_2021,12
5075,AR,Lawrence ,R_NET_MIG_2022,-4.2
5075,AR,Lawrence ,R_NET_MIG_2023,10.6
5077,AR,Lee ,Rural_Urban_Continuum_Code_2013,7
5077,AR,Lee ,Rural_Urban_Continuum_Code_2023,8
5077,AR,Lee ,Urban_Influence_2013,9
5077,AR,Lee ,Economic_typology_2015,1
5077,AR,Lee ,CENSUS_2020_POP,8600
5077,AR,Lee ,ESTIMATES_BASE_2020,8593
5077,AR,Lee ,POP_ESTIMATE_2020,8526
5077,AR,Lee ,POP_ESTIMATE_2021,8560
5077,AR,Lee ,POP_ESTIMATE_2022,8367
5077,AR,Lee ,POP_ESTIMATE_2023,8201
5077,AR,Lee ,N_POP_CHG_2020,-67
5077,AR,Lee ,N_POP_CHG_2021,34
5077,AR,Lee ,N_POP_CHG_2022,-193
5077,AR,Lee ,N_POP_CHG_2023,-166
5077,AR,Lee ,BIRTHS_2020,23
5077,AR,Lee ,BIRTHS_2021,80
5077,AR,Lee ,BIRTHS_2022,80
5077,AR,Lee ,BIRTHS_2023,82
5077,AR,Lee ,DEATHS_2020,36
5077,AR,Lee ,DEATHS_2021,167
5077,AR,Lee ,DEATHS_2022,150
5077,AR,Lee ,DEATHS_2023,139
5077,AR,Lee ,NATURAL_CHG_2020,-13
5077,AR,Lee ,NATURAL_CHG_2021,-87
5077,AR,Lee ,NATURAL_CHG_2022,-70
5077,AR,Lee ,NATURAL_CHG_2023,-57
5077,AR,Lee ,INTERNATIONAL_MIG_2020,1
5077,AR,Lee ,INTERNATIONAL_MIG_2021,6
5077,AR,Lee ,INTERNATIONAL_MIG_2022,5
5077,AR,Lee ,INTERNATIONAL_MIG_2023,11
5077,AR,Lee ,DOMESTIC_MIG_2020,-51
5077,AR,Lee ,DOMESTIC_MIG_2021,119
5077,AR,Lee ,DOMESTIC_MIG_2022,-132
5077,AR,Lee ,DOMESTIC_MIG_2023,-118
5077,AR,Lee ,NET_MIG_2020,-50
5077,AR,Lee ,NET_MIG_2021,125
5077,AR,Lee ,NET_MIG_2022,-127
5077,AR,Lee ,NET_MIG_2023,-107
5077,AR,Lee ,RESIDUAL_2020,-4
5077,AR,Lee ,RESIDUAL_2021,-4
5077,AR,Lee ,RESIDUAL_2022,4
5077,AR,Lee ,RESIDUAL_2023,-2
5077,AR,Lee ,GQ_ESTIMATES_BASE_2020,1632
5077,AR,Lee ,GQ_ESTIMATES_2020,1632
5077,AR,Lee ,GQ_ESTIMATES_2021,1632
5077,AR,Lee ,GQ_ESTIMATES_2022,1641
5077,AR,Lee ,GQ_ESTIMATES_2023,1709
5077,AR,Lee ,R_BIRTH_2021,9.4
5077,AR,Lee ,R_BIRTH_2022,9.5
5077,AR,Lee ,R_BIRTH_2023,9.9
5077,AR,Lee ,R_DEATH_2021,19.5
5077,AR,Lee ,R_DEATH_2022,17.7
5077,AR,Lee ,R_DEATH_2023,16.8
5077,AR,Lee ,R_NATURAL_CHG_2021,-10.2
5077,AR,Lee ,R_NATURAL_CHG_2022,-8.3
5077,AR,Lee ,R_NATURAL_CHG_2023,-6.9
5077,AR,Lee ,R_INTERNATIONAL_MIG_2021,0.7
5077,AR,Lee ,R_INTERNATIONAL_MIG_2022,0.6
5077,AR,Lee ,R_INTERNATIONAL_MIG_2023,1.3
5077,AR,Lee ,R_DOMESTIC_MIG_2021,13.9
5077,AR,Lee ,R_DOMESTIC_MIG_2022,-15.6
5077,AR,Lee ,R_DOMESTIC_MIG_2023,-14.2
5077,AR,Lee ,R_NET_MIG_2021,14.6
5077,AR,Lee ,R_NET_MIG_2022,-15
5077,AR,Lee ,R_NET_MIG_2023,-12.9
5079,AR,Lincoln ,Rural_Urban_Continuum_Code_2013,3
5079,AR,Lincoln ,Rural_Urban_Continuum_Code_2023,9
5079,AR,Lincoln ,Urban_Influence_2013,2
5079,AR,Lincoln ,Economic_typology_2015,4
5079,AR,Lincoln ,CENSUS_2020_POP,12941
5079,AR,Lincoln ,ESTIMATES_BASE_2020,12936
5079,AR,Lincoln ,POP_ESTIMATE_2020,12890
5079,AR,Lincoln ,POP_ESTIMATE_2021,13168
5079,AR,Lincoln ,POP_ESTIMATE_2022,12910
5079,AR,Lincoln ,POP_ESTIMATE_2023,12898
5079,AR,Lincoln ,N_POP_CHG_2020,-46
5079,AR,Lincoln ,N_POP_CHG_2021,278
5079,AR,Lincoln ,N_POP_CHG_2022,-258
5079,AR,Lincoln ,N_POP_CHG_2023,-12
5079,AR,Lincoln ,BIRTHS_2020,27
5079,AR,Lincoln ,BIRTHS_2021,109
5079,AR,Lincoln ,BIRTHS_2022,101
5079,AR,Lincoln ,BIRTHS_2023,100
5079,AR,Lincoln ,DEATHS_2020,51
5079,AR,Lincoln ,DEATHS_2021,176
5079,AR,Lincoln ,DEATHS_2022,178
5079,AR,Lincoln ,DEATHS_2023,170
5079,AR,Lincoln ,NATURAL_CHG_2020,-24
5079,AR,Lincoln ,NATURAL_CHG_2021,-67
5079,AR,Lincoln ,NATURAL_CHG_2022,-77
5079,AR,Lincoln ,NATURAL_CHG_2023,-70
5079,AR,Lincoln ,INTERNATIONAL_MIG_2020,0
5079,AR,Lincoln ,INTERNATIONAL_MIG_2021,2
5079,AR,Lincoln ,INTERNATIONAL_MIG_2022,-1
5079,AR,Lincoln ,INTERNATIONAL_MIG_2023,-2
5079,AR,Lincoln ,DOMESTIC_MIG_2020,-23
5079,AR,Lincoln ,DOMESTIC_MIG_2021,360
5079,AR,Lincoln ,DOMESTIC_MIG_2022,-187
5079,AR,Lincoln ,DOMESTIC_MIG_2023,59
5079,AR,Lincoln ,NET_MIG_2020,-23
5079,AR,Lincoln ,NET_MIG_2021,362
5079,AR,Lincoln ,NET_MIG_2022,-188
5079,AR,Lincoln ,NET_MIG_2023,57
5079,AR,Lincoln ,RESIDUAL_2020,1
5079,AR,Lincoln ,RESIDUAL_2021,-17
5079,AR,Lincoln ,RESIDUAL_2022,7
5079,AR,Lincoln ,RESIDUAL_2023,1
5079,AR,Lincoln ,GQ_ESTIMATES_BASE_2020,3732
5079,AR,Lincoln ,GQ_ESTIMATES_2020,3732
5079,AR,Lincoln ,GQ_ESTIMATES_2021,3850
5079,AR,Lincoln ,GQ_ESTIMATES_2022,3887
5079,AR,Lincoln ,GQ_ESTIMATES_2023,4001
5079,AR,Lincoln ,R_BIRTH_2021,8.4
5079,AR,Lincoln ,R_BIRTH_2022,7.7
5079,AR,Lincoln ,R_BIRTH_2023,7.7
5079,AR,Lincoln ,R_DEATH_2021,13.5
5079,AR,Lincoln ,R_DEATH_2022,13.7
5079,AR,Lincoln ,R_DEATH_2023,13.2
5079,AR,Lincoln ,R_NATURAL_CHG_2021,-5.1
5079,AR,Lincoln ,R_NATURAL_CHG_2022,-5.9
5079,AR,Lincoln ,R_NATURAL_CHG_2023,-5.4
5079,AR,Lincoln ,R_INTERNATIONAL_MIG_2021,0.2
5079,AR,Lincoln ,R_INTERNATIONAL_MIG_2022,-0.1
5079,AR,Lincoln ,R_INTERNATIONAL_MIG_2023,-0.2
5079,AR,Lincoln ,R_DOMESTIC_MIG_2021,27.6
5079,AR,Lincoln ,R_DOMESTIC_MIG_2022,-14.3
5079,AR,Lincoln ,R_DOMESTIC_MIG_2023,4.6
5079,AR,Lincoln ,R_NET_MIG_2021,27.8
5079,AR,Lincoln ,R_NET_MIG_2022,-14.4
5079,AR,Lincoln ,R_NET_MIG_2023,4.4
5081,AR,Little River ,Rural_Urban_Continuum_Code_2013,3
5081,AR,Little River ,Rural_Urban_Continuum_Code_2023,3
5081,AR,Little River ,Urban_Influence_2013,2
5081,AR,Little River ,Economic_typology_2015,3
5081,AR,Little River ,CENSUS_2020_POP,12026
5081,AR,Little River ,ESTIMATES_BASE_2020,12026
5081,AR,Little River ,POP_ESTIMATE_2020,11974
5081,AR,Little River ,POP_ESTIMATE_2021,11973
5081,AR,Little River ,POP_ESTIMATE_2022,11865
5081,AR,Little River ,POP_ESTIMATE_2023,11805
5081,AR,Little River ,N_POP_CHG_2020,-52
5081,AR,Little River ,N_POP_CHG_2021,-1
5081,AR,Little River ,N_POP_CHG_2022,-108
5081,AR,Little River ,N_POP_CHG_2023,-60
5081,AR,Little River ,BIRTHS_2020,29
5081,AR,Little River ,BIRTHS_2021,162
5081,AR,Little River ,BIRTHS_2022,147
5081,AR,Little River ,BIRTHS_2023,95
5081,AR,Little River ,DEATHS_2020,47
5081,AR,Little River ,DEATHS_2021,219
5081,AR,Little River ,DEATHS_2022,201
5081,AR,Little River ,DEATHS_2023,194
5081,AR,Little River ,NATURAL_CHG_2020,-18
5081,AR,Little River ,NATURAL_CHG_2021,-57
5081,AR,Little River ,NATURAL_CHG_2022,-54
5081,AR,Little River ,NATURAL_CHG_2023,-99
5081,AR,Little River ,INTERNATIONAL_MIG_2020,0
5081,AR,Little River ,INTERNATIONAL_MIG_2021,0
5081,AR,Little River ,INTERNATIONAL_MIG_2022,-2
5081,AR,Little River ,INTERNATIONAL_MIG_2023,-2
5081,AR,Little River ,DOMESTIC_MIG_2020,-33
5081,AR,Little River ,DOMESTIC_MIG_2021,53
5081,AR,Little River ,DOMESTIC_MIG_2022,-43
5081,AR,Little River ,DOMESTIC_MIG_2023,41
5081,AR,Little River ,NET_MIG_2020,-33
5081,AR,Little River ,NET_MIG_2021,53
5081,AR,Little River ,NET_MIG_2022,-45
5081,AR,Little River ,NET_MIG_2023,39
5081,AR,Little River ,RESIDUAL_2020,-1
5081,AR,Little River ,RESIDUAL_2021,3
5081,AR,Little River ,RESIDUAL_2022,-9
5081,AR,Little River ,RESIDUAL_2023,0
5081,AR,Little River ,GQ_ESTIMATES_BASE_2020,174
5081,AR,Little River ,GQ_ESTIMATES_2020,174
5081,AR,Little River ,GQ_ESTIMATES_2021,174
5081,AR,Little River ,GQ_ESTIMATES_2022,174
5081,AR,Little River ,GQ_ESTIMATES_2023,174
5081,AR,Little River ,R_BIRTH_2021,13.5
5081,AR,Little River ,R_BIRTH_2022,12.3
5081,AR,Little River ,R_BIRTH_2023,8
5081,AR,Little River ,R_DEATH_2021,18.3
5081,AR,Little River ,R_DEATH_2022,16.9
5081,AR,Little River ,R_DEATH_2023,16.4
5081,AR,Little River ,R_NATURAL_CHG_2021,-4.8
5081,AR,Little River ,R_NATURAL_CHG_2022,-4.5
5081,AR,Little River ,R_NATURAL_CHG_2023,-8.4
5081,AR,Little River ,R_INTERNATIONAL_MIG_2021,0
5081,AR,Little River ,R_INTERNATIONAL_MIG_2022,-0.2
5081,AR,Little River ,R_INTERNATIONAL_MIG_2023,-0.2
5081,AR,Little River ,R_DOMESTIC_MIG_2021,4.4
5081,AR,Little River ,R_DOMESTIC_MIG_2022,-3.6
5081,AR,Little River ,R_DOMESTIC_MIG_2023,3.5
5081,AR,Little River ,R_NET_MIG_2021,4.4
5081,AR,Little River ,R_NET_MIG_2022,-3.8
5081,AR,Little River ,R_NET_MIG_2023,3.3
5083,AR,Logan ,Rural_Urban_Continuum_Code_2013,6
5083,AR,Logan ,Rural_Urban_Continuum_Code_2023,8
5083,AR,Logan ,Urban_Influence_2013,6
5083,AR,Logan ,Economic_typology_2015,0
5083,AR,Logan ,CENSUS_2020_POP,21131
5083,AR,Logan ,ESTIMATES_BASE_2020,21128
5083,AR,Logan ,POP_ESTIMATE_2020,21100
5083,AR,Logan ,POP_ESTIMATE_2021,21229
5083,AR,Logan ,POP_ESTIMATE_2022,21258
5083,AR,Logan ,POP_ESTIMATE_2023,21400
5083,AR,Logan ,N_POP_CHG_2020,-28
5083,AR,Logan ,N_POP_CHG_2021,129
5083,AR,Logan ,N_POP_CHG_2022,29
5083,AR,Logan ,N_POP_CHG_2023,142
5083,AR,Logan ,BIRTHS_2020,44
5083,AR,Logan ,BIRTHS_2021,250
5083,AR,Logan ,BIRTHS_2022,258
5083,AR,Logan ,BIRTHS_2023,260
5083,AR,Logan ,DEATHS_2020,75
5083,AR,Logan ,DEATHS_2021,361
5083,AR,Logan ,DEATHS_2022,386
5083,AR,Logan ,DEATHS_2023,362
5083,AR,Logan ,NATURAL_CHG_2020,-31
5083,AR,Logan ,NATURAL_CHG_2021,-111
5083,AR,Logan ,NATURAL_CHG_2022,-128
5083,AR,Logan ,NATURAL_CHG_2023,-102
5083,AR,Logan ,INTERNATIONAL_MIG_2020,0
5083,AR,Logan ,INTERNATIONAL_MIG_2021,1
5083,AR,Logan ,INTERNATIONAL_MIG_2022,1
5083,AR,Logan ,INTERNATIONAL_MIG_2023,2
5083,AR,Logan ,DOMESTIC_MIG_2020,0
5083,AR,Logan ,DOMESTIC_MIG_2021,235
5083,AR,Logan ,DOMESTIC_MIG_2022,153
5083,AR,Logan ,DOMESTIC_MIG_2023,244
5083,AR,Logan ,NET_MIG_2020,0
5083,AR,Logan ,NET_MIG_2021,236
5083,AR,Logan ,NET_MIG_2022,154
5083,AR,Logan ,NET_MIG_2023,246
5083,AR,Logan ,RESIDUAL_2020,3
5083,AR,Logan ,RESIDUAL_2021,4
5083,AR,Logan ,RESIDUAL_2022,3
5083,AR,Logan ,RESIDUAL_2023,-2
5083,AR,Logan ,GQ_ESTIMATES_BASE_2020,370
5083,AR,Logan ,GQ_ESTIMATES_2020,370
5083,AR,Logan ,GQ_ESTIMATES_2021,370
5083,AR,Logan ,GQ_ESTIMATES_2022,370
5083,AR,Logan ,GQ_ESTIMATES_2023,370
5083,AR,Logan ,R_BIRTH_2021,11.8
5083,AR,Logan ,R_BIRTH_2022,12.1
5083,AR,Logan ,R_BIRTH_2023,12.2
5083,AR,Logan ,R_DEATH_2021,17.1
5083,AR,Logan ,R_DEATH_2022,18.2
5083,AR,Logan ,R_DEATH_2023,17
5083,AR,Logan ,R_NATURAL_CHG_2021,-5.2
5083,AR,Logan ,R_NATURAL_CHG_2022,-6
5083,AR,Logan ,R_NATURAL_CHG_2023,-4.8
5083,AR,Logan ,R_INTERNATIONAL_MIG_2021,0
5083,AR,Logan ,R_INTERNATIONAL_MIG_2022,0
5083,AR,Logan ,R_INTERNATIONAL_MIG_2023,0.1
5083,AR,Logan ,R_DOMESTIC_MIG_2021,11.1
5083,AR,Logan ,R_DOMESTIC_MIG_2022,7.2
5083,AR,Logan ,R_DOMESTIC_MIG_2023,11.4
5083,AR,Logan ,R_NET_MIG_2021,11.2
5083,AR,Logan ,R_NET_MIG_2022,7.2
5083,AR,Logan ,R_NET_MIG_2023,11.5
5085,AR,Lonoke ,Rural_Urban_Continuum_Code_2013,2
5085,AR,Lonoke ,Rural_Urban_Continuum_Code_2023,2
5085,AR,Lonoke ,Urban_Influence_2013,2
5085,AR,Lonoke ,Economic_typology_2015,0
5085,AR,Lonoke ,CENSUS_2020_POP,74015
5085,AR,Lonoke ,ESTIMATES_BASE_2020,74012
5085,AR,Lonoke ,POP_ESTIMATE_2020,74055
5085,AR,Lonoke ,POP_ESTIMATE_2021,74770
5085,AR,Lonoke ,POP_ESTIMATE_2022,75199
5085,AR,Lonoke ,POP_ESTIMATE_2023,75944
5085,AR,Lonoke ,N_POP_CHG_2020,43
5085,AR,Lonoke ,N_POP_CHG_2021,715
5085,AR,Lonoke ,N_POP_CHG_2022,429
5085,AR,Lonoke ,N_POP_CHG_2023,745
5085,AR,Lonoke ,BIRTHS_2020,175
5085,AR,Lonoke ,BIRTHS_2021,844
5085,AR,Lonoke ,BIRTHS_2022,891
5085,AR,Lonoke ,BIRTHS_2023,886
5085,AR,Lonoke ,DEATHS_2020,194
5085,AR,Lonoke ,DEATHS_2021,829
5085,AR,Lonoke ,DEATHS_2022,861
5085,AR,Lonoke ,DEATHS_2023,789
5085,AR,Lonoke ,NATURAL_CHG_2020,-19
5085,AR,Lonoke ,NATURAL_CHG_2021,15
5085,AR,Lonoke ,NATURAL_CHG_2022,30
5085,AR,Lonoke ,NATURAL_CHG_2023,97
5085,AR,Lonoke ,INTERNATIONAL_MIG_2020,0
5085,AR,Lonoke ,INTERNATIONAL_MIG_2021,15
5085,AR,Lonoke ,INTERNATIONAL_MIG_2022,26
5085,AR,Lonoke ,INTERNATIONAL_MIG_2023,43
5085,AR,Lonoke ,DOMESTIC_MIG_2020,34
5085,AR,Lonoke ,DOMESTIC_MIG_2021,660
5085,AR,Lonoke ,DOMESTIC_MIG_2022,420
5085,AR,Lonoke ,DOMESTIC_MIG_2023,606
5085,AR,Lonoke ,NET_MIG_2020,34
5085,AR,Lonoke ,NET_MIG_2021,675
5085,AR,Lonoke ,NET_MIG_2022,446
5085,AR,Lonoke ,NET_MIG_2023,649
5085,AR,Lonoke ,RESIDUAL_2020,28
5085,AR,Lonoke ,RESIDUAL_2021,25
5085,AR,Lonoke ,RESIDUAL_2022,-47
5085,AR,Lonoke ,RESIDUAL_2023,-1
5085,AR,Lonoke ,GQ_ESTIMATES_BASE_2020,720
5085,AR,Lonoke ,GQ_ESTIMATES_2020,720
5085,AR,Lonoke ,GQ_ESTIMATES_2021,720
5085,AR,Lonoke ,GQ_ESTIMATES_2022,720
5085,AR,Lonoke ,GQ_ESTIMATES_2023,720
5085,AR,Lonoke ,R_BIRTH_2021,11.3
5085,AR,Lonoke ,R_BIRTH_2022,11.9
5085,AR,Lonoke ,R_BIRTH_2023,11.7
5085,AR,Lonoke ,R_DEATH_2021,11.1
5085,AR,Lonoke ,R_DEATH_2022,11.5
5085,AR,Lonoke ,R_DEATH_2023,10.4
5085,AR,Lonoke ,R_NATURAL_CHG_2021,0.2
5085,AR,Lonoke ,R_NATURAL_CHG_2022,0.4
5085,AR,Lonoke ,R_NATURAL_CHG_2023,1.3
5085,AR,Lonoke ,R_INTERNATIONAL_MIG_2021,0.2
5085,AR,Lonoke ,R_INTERNATIONAL_MIG_2022,0.3
5085,AR,Lonoke ,R_INTERNATIONAL_MIG_2023,0.6
5085,AR,Lonoke ,R_DOMESTIC_MIG_2021,8.9
5085,AR,Lonoke ,R_DOMESTIC_MIG_2022,5.6
5085,AR,Lonoke ,R_DOMESTIC_MIG_2023,8
5085,AR,Lonoke ,R_NET_MIG_2021,9.1
5085,AR,Lonoke ,R_NET_MIG_2022,5.9
5085,AR,Lonoke ,R_NET_MIG_2023,8.6
5087,AR,Madison ,Rural_Urban_Continuum_Code_2013,2
5087,AR,Madison ,Rural_Urban_Continuum_Code_2023,2
5087,AR,Madison ,Urban_Influence_2013,2
5087,AR,Madison ,Economic_typology_2015,3
5087,AR,Madison ,CENSUS_2020_POP,16521
5087,AR,Madison ,ESTIMATES_BASE_2020,16519
5087,AR,Madison ,POP_ESTIMATE_2020,16545
5087,AR,Madison ,POP_ESTIMATE_2021,16944
5087,AR,Madison ,POP_ESTIMATE_2022,17463
5087,AR,Madison ,POP_ESTIMATE_2023,17775
5087,AR,Madison ,N_POP_CHG_2020,26
5087,AR,Madison ,N_POP_CHG_2021,399
5087,AR,Madison ,N_POP_CHG_2022,519
5087,AR,Madison ,N_POP_CHG_2023,312
5087,AR,Madison ,BIRTHS_2020,39
5087,AR,Madison ,BIRTHS_2021,231
5087,AR,Madison ,BIRTHS_2022,219
5087,AR,Madison ,BIRTHS_2023,217
5087,AR,Madison ,DEATHS_2020,39
5087,AR,Madison ,DEATHS_2021,231
5087,AR,Madison ,DEATHS_2022,260
5087,AR,Madison ,DEATHS_2023,248
5087,AR,Madison ,NATURAL_CHG_2020,0
5087,AR,Madison ,NATURAL_CHG_2021,0
5087,AR,Madison ,NATURAL_CHG_2022,-41
5087,AR,Madison ,NATURAL_CHG_2023,-31
5087,AR,Madison ,INTERNATIONAL_MIG_2020,0
5087,AR,Madison ,INTERNATIONAL_MIG_2021,3
5087,AR,Madison ,INTERNATIONAL_MIG_2022,13
5087,AR,Madison ,INTERNATIONAL_MIG_2023,13
5087,AR,Madison ,DOMESTIC_MIG_2020,24
5087,AR,Madison ,DOMESTIC_MIG_2021,407
5087,AR,Madison ,DOMESTIC_MIG_2022,530
5087,AR,Madison ,DOMESTIC_MIG_2023,331
5087,AR,Madison ,NET_MIG_2020,24
5087,AR,Madison ,NET_MIG_2021,410
5087,AR,Madison ,NET_MIG_2022,543
5087,AR,Madison ,NET_MIG_2023,344
5087,AR,Madison ,RESIDUAL_2020,2
5087,AR,Madison ,RESIDUAL_2021,-11
5087,AR,Madison ,RESIDUAL_2022,17
5087,AR,Madison ,RESIDUAL_2023,-1
5087,AR,Madison ,GQ_ESTIMATES_BASE_2020,149
5087,AR,Madison ,GQ_ESTIMATES_2020,149
5087,AR,Madison ,GQ_ESTIMATES_2021,149
5087,AR,Madison ,GQ_ESTIMATES_2022,149
5087,AR,Madison ,GQ_ESTIMATES_2023,149
5087,AR,Madison ,R_BIRTH_2021,13.8
5087,AR,Madison ,R_BIRTH_2022,12.7
5087,AR,Madison ,R_BIRTH_2023,12.3
5087,AR,Madison ,R_DEATH_2021,13.8
5087,AR,Madison ,R_DEATH_2022,15.1
5087,AR,Madison ,R_DEATH_2023,14.1
5087,AR,Madison ,R_NATURAL_CHG_2021,0
5087,AR,Madison ,R_NATURAL_CHG_2022,-2.4
5087,AR,Madison ,R_NATURAL_CHG_2023,-1.8
5087,AR,Madison ,R_INTERNATIONAL_MIG_2021,0.2
5087,AR,Madison ,R_INTERNATIONAL_MIG_2022,0.8
5087,AR,Madison ,R_INTERNATIONAL_MIG_2023,0.7
5087,AR,Madison ,R_DOMESTIC_MIG_2021,24.3
5087,AR,Madison ,R_DOMESTIC_MIG_2022,30.8
5087,AR,Madison ,R_DOMESTIC_MIG_2023,18.8
5087,AR,Madison ,R_NET_MIG_2021,24.5
5087,AR,Madison ,R_NET_MIG_2022,31.6
5087,AR,Madison ,R_NET_MIG_2023,19.5
5089,AR,Marion ,Rural_Urban_Continuum_Code_2013,9
5089,AR,Marion ,Rural_Urban_Continuum_Code_2023,9
5089,AR,Marion ,Urban_Influence_2013,10
5089,AR,Marion ,Economic_typology_2015,3
5089,AR,Marion ,CENSUS_2020_POP,16826
5089,AR,Marion ,ESTIMATES_BASE_2020,16828
5089,AR,Marion ,POP_ESTIMATE_2020,16873
5089,AR,Marion ,POP_ESTIMATE_2021,16984
5089,AR,Marion ,POP_ESTIMATE_2022,17289
5089,AR,Marion ,POP_ESTIMATE_2023,17514
5089,AR,Marion ,N_POP_CHG_2020,45
5089,AR,Marion ,N_POP_CHG_2021,111
5089,AR,Marion ,N_POP_CHG_2022,305
5089,AR,Marion ,N_POP_CHG_2023,225
5089,AR,Marion ,BIRTHS_2020,26
5089,AR,Marion ,BIRTHS_2021,131
5089,AR,Marion ,BIRTHS_2022,139
5089,AR,Marion ,BIRTHS_2023,137
5089,AR,Marion ,DEATHS_2020,62
5089,AR,Marion ,DEATHS_2021,312
5089,AR,Marion ,DEATHS_2022,316
5089,AR,Marion ,DEATHS_2023,301
5089,AR,Marion ,NATURAL_CHG_2020,-36
5089,AR,Marion ,NATURAL_CHG_2021,-181
5089,AR,Marion ,NATURAL_CHG_2022,-177
5089,AR,Marion ,NATURAL_CHG_2023,-164
5089,AR,Marion ,INTERNATIONAL_MIG_2020,0
5089,AR,Marion ,INTERNATIONAL_MIG_2021,0
5089,AR,Marion ,INTERNATIONAL_MIG_2022,-2
5089,AR,Marion ,INTERNATIONAL_MIG_2023,-2
5089,AR,Marion ,DOMESTIC_MIG_2020,89
5089,AR,Marion ,DOMESTIC_MIG_2021,303
5089,AR,Marion ,DOMESTIC_MIG_2022,462
5089,AR,Marion ,DOMESTIC_MIG_2023,392
5089,AR,Marion ,NET_MIG_2020,89
5089,AR,Marion ,NET_MIG_2021,303
5089,AR,Marion ,NET_MIG_2022,460
5089,AR,Marion ,NET_MIG_2023,390
5089,AR,Marion ,RESIDUAL_2020,-8
5089,AR,Marion ,RESIDUAL_2021,-11
5089,AR,Marion ,RESIDUAL_2022,22
5089,AR,Marion ,RESIDUAL_2023,-1
5089,AR,Marion ,GQ_ESTIMATES_BASE_2020,159
5089,AR,Marion ,GQ_ESTIMATES_2020,159
5089,AR,Marion ,GQ_ESTIMATES_2021,159
5089,AR,Marion ,GQ_ESTIMATES_2022,159
5089,AR,Marion ,GQ_ESTIMATES_2023,159
5089,AR,Marion ,R_BIRTH_2021,7.7
5089,AR,Marion ,R_BIRTH_2022,8.1
5089,AR,Marion ,R_BIRTH_2023,7.9
5089,AR,Marion ,R_DEATH_2021,18.4
5089,AR,Marion ,R_DEATH_2022,18.4
5089,AR,Marion ,R_DEATH_2023,17.3
5089,AR,Marion ,R_NATURAL_CHG_2021,-10.7
5089,AR,Marion ,R_NATURAL_CHG_2022,-10.3
5089,AR,Marion ,R_NATURAL_CHG_2023,-9.4
5089,AR,Marion ,R_INTERNATIONAL_MIG_2021,0
5089,AR,Marion ,R_INTERNATIONAL_MIG_2022,-0.1
5089,AR,Marion ,R_INTERNATIONAL_MIG_2023,-0.1
5089,AR,Marion ,R_DOMESTIC_MIG_2021,17.9
5089,AR,Marion ,R_DOMESTIC_MIG_2022,27
5089,AR,Marion ,R_DOMESTIC_MIG_2023,22.5
5089,AR,Marion ,R_NET_MIG_2021,17.9
5089,AR,Marion ,R_NET_MIG_2022,26.8
5089,AR,Marion ,R_NET_MIG_2023,22.4
5091,AR,Miller ,Rural_Urban_Continuum_Code_2013,3
5091,AR,Miller ,Rural_Urban_Continuum_Code_2023,3
5091,AR,Miller ,Urban_Influence_2013,2
5091,AR,Miller ,Economic_typology_2015,0
5091,AR,Miller ,CENSUS_2020_POP,42600
5091,AR,Miller ,ESTIMATES_BASE_2020,42599
5091,AR,Miller ,POP_ESTIMATE_2020,42588
5091,AR,Miller ,POP_ESTIMATE_2021,42494
